,Query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords,log_query_len,box_query_len
20767,"  select sale,fewer,taught from stems left join orders on law.bicycleid =  fifty.thy order by rapidly.fastened",0,0,6,0,0,14,0,0,0,0,0,88,0,0,3,4.700480365792417,6.77328459478072
2535,"-5217'||  (  select 'juen' from dual where 7336  =  7336 union all select 7336,7336,7336--",3,0,12,1,0,13,0,1,3,0,0,37,24,0,2,4.499809670330265,6.378649993862576
27495,select * from box where not call = 'whatever'  and not process = 'choose',4,0,7,0,0,13,0,2,1,0,0,52,0,0,1,4.290459441148391,5.97916802637938
3896,"1' and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 'moyb'  =  'moyb",4,0,60,0,0,73,0,12,0,0,0,92,49,10,1,5.855071922202427,9.284640590850843
15831,"plza. mirto, 135",0,0,2,0,0,2,0,0,0,0,0,9,3,0,0,2.772588722239781,3.4229084603450888
10006,"1  )   as lhie where 4631  =  4631 union all select null,null,null,null,null--",0,0,8,1,0,11,0,0,2,5,0,45,9,5,1,4.356708826689592,6.104257869167092
13854,93128213v,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
22772,select * from tried where women = 'bag'  or play = 'jack',4,0,7,0,0,11,0,1,1,0,0,38,0,0,1,4.04305126783455,5.522643883333643
24979,select count ( flies ) from whispered,0,0,2,0,0,6,0,0,0,0,0,29,0,0,2,3.610917912644224,4.764024421755989
10479,"1%""   )    )    procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",0,1,21,0,0,24,1,0,0,0,1,50,23,0,0,5.062595033026967,7.515548459825613
30545,"   select balance, order, roadfrom hospital where muscle  is not null",0,0,2,0,0,10,0,1,0,1,0,54,0,1,1,4.23410650459726,5.873719016140452
10683,select case when 3995  =  8680 then 1 else null end--,0,0,3,1,0,10,0,0,2,1,0,29,9,1,1,3.970291913552122,5.391515666300752
19366,"select wp_posts.id from wp_posts where 1 = 1 and wp_posts.post_type  =  'acf-field' and   (  (  wp_posts.post_status  =  'publish'  )  )   and wp_posts.post_name  =  'field_5f72e0bae01c0' order by wp_posts.menu_order asc, wp_posts.post_title asc limit 0, 1",6,0,36,0,0,32,0,3,1,0,0,163,11,0,2,5.545177444479562,8.568208781379385
26789,"  select molecular,my from attempt where principle = 'far' union select want, behind from bigger",2,0,5,0,0,14,0,0,0,0,0,76,0,0,2,4.564348191467836,6.504302289710709
17547,59718568b,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
18717,darns cabrianes,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,2.70805020110221,3.326353218260614
15591,a8errad1r,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,2.19722457733622,2.593591245490939
6892,1  )   where 7165  =  7165 and sleep  (  5  )  #,0,0,5,0,0,11,0,1,0,0,0,13,10,0,0,3.871201010907891,5.215173163969822
19650,select column_name from table_name as alias_name;,0,0,4,0,0,5,0,0,0,0,0,40,0,0,1,3.8918202981106265,5.251655965920898
9686,"-8106%""  )   union all select 2051,2051,2051,2051,2051,2051#",0,1,10,0,0,5,1,0,1,0,0,14,28,0,1,4.0943445622221,5.615932130190505
205," select * from users where id  =  1 or   (  \.  )    =  1 union select 1,@@version -- 1",0,0,11,1,0,19,0,1,3,0,0,42,4,0,2,4.465908118654584,6.313121924766899
9709,"1""  )   as iwri where 4921  =  4921 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  --",0,1,14,1,0,24,0,1,3,0,0,38,10,0,2,4.727387818712341,6.827090900265457
14504,llinars del valls,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,2.833213344056216,3.514446415767603
10370,1'||  (  select 'ldad' where 6146  =  6146 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )     )  ||',4,0,18,0,0,27,0,2,0,0,1,46,21,0,2,4.941642422609304,7.263211790926113
924,"-1064' or make_set  (  6439  =  2937,2937  )   and 'qojd'  =  'qojd",4,0,11,0,0,11,0,2,1,0,0,20,16,0,0,4.204692619390966,5.819025031871101
24150,select * from entire where not quiet = 'stone'  and not airplane = 'automobile',4,0,7,0,0,13,0,2,1,0,0,58,0,0,1,4.3694478524670215,6.128451232979604
1868,"-7084  )   where 2260  =  2260 or elt  (  1032  =  1032,3623  )  --",0,0,9,1,0,13,0,1,3,0,0,10,24,0,0,4.204692619390966,5.819025031871101
8078,"1'+  (  select blbd where 7451  =  7451 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a   )    )   +'",2,0,36,0,0,52,0,1,4,0,0,111,43,1,5,5.697093486505405,8.915339523368889
26893,select count ( distinct shout )  from sky,0,0,2,0,0,7,0,0,0,0,0,31,0,0,2,3.713572066704308,4.939896154656966
16848,mieres,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
15935,lo7ange,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1.9459101490553128,2.25279015210122
17505,braddell@cincocolores.cat,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,3.218875824868201,4.116261188933881
25469,select count ( escape ) from offer,0,0,2,0,0,6,0,0,0,0,0,26,0,0,2,3.5263605246161616,4.621137163019105
24640,select * from five where my = 'glad'  or many = 'mouth',4,0,7,0,0,11,0,1,1,0,0,36,0,0,1,4.007333185232471,5.458096843121287
14049,adoree-halsted1@estoespresto.af,0,0,3,0,0,0,0,0,1,0,0,27,1,0,0,3.4339872044851463,4.467059038127735
2495,"-5411%""   )    )    or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  11",0,1,35,0,0,54,1,1,7,0,0,61,37,8,1,5.541263545158426,8.559367492058051
18744,plaa caudillo 60,0,0,0,0,0,2,0,0,0,0,0,12,2,0,0,2.772588722239781,3.4229084603450888
9431,"-9698  )   as pvhn where 3223  =  3223 or elt  (  6563  =  9210,9210  )  --",0,0,9,1,0,15,0,1,3,0,0,16,24,0,0,4.31748811353631,6.030055566276218
14031,81338514a,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
22059,select gave ( s )  from sad select hardly ( s ) ,0,0,4,0,0,12,0,0,0,0,0,31,0,0,2,3.871201010907891,5.215173163969822
23198,select top 50 percent * from perfect select * from observe fetch first 50 percent rows onlyselect top 3 * from gulf,0,0,3,0,0,21,0,0,3,0,0,86,5,0,6,4.74493212836325,6.862288715935788
14406,francoeu,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
7122,1  )   where 4548  =  4548 and 9198  =  9198--,0,0,5,1,0,9,0,1,2,0,0,8,17,0,0,3.828641396489095,5.140218969441503
30389,select * from period where price not between 10 and 20,0,0,1,0,0,10,0,2,1,0,0,39,4,0,1,3.9889840465642745,5.42506920217274
29486,select min ( own )  as window from had,0,0,2,0,0,8,0,0,0,0,0,27,0,0,1,3.6375861597263857,4.809458789423759
22441,"  select tallid as id, trick as while from range",0,0,1,0,0,9,0,0,0,0,0,37,0,0,1,3.871201010907891,5.215173163969822
16052,shahir,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
11103,"1'   )    )    or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   'uwrm'  =  'uwrm",4,0,22,0,0,28,0,2,1,0,0,82,9,0,2,5.147494476813453,7.695368610288299
185,select * from users where id  =  1 + \+%1 or 1  =  1 -- 1,0,0,8,1,0,15,1,1,5,0,0,24,5,0,1,4.04305126783455,5.522643883333643
24864,select min ( bus )  as bus from build,0,0,2,0,0,8,0,0,0,0,0,26,0,0,1,3.610917912644224,4.764024421755989
6482,1%'  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and   (  '%'  =  ',4,0,15,0,0,18,2,2,0,0,0,22,10,0,1,4.477336814478207,6.33517588983859
3895,"1""  )   union all select null,null,null,null,null--",0,1,8,1,0,5,0,0,2,5,0,34,1,5,1,3.9318256327243257,5.322755734775789
14379,bosch linares,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,2.5649493574615367,3.1155015354702966
6838,"-6527'   )    )    union all select 5053,5053,5053,5053--",1,0,9,1,0,6,0,0,3,0,0,14,20,0,1,4.04305126783455,5.522643883333643
16982,acachorrar,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2.302585092994046,2.7402564225600523
27435,select avg ( basis ) from broke select sum ( rule ) ,0,0,4,0,0,12,0,0,0,0,0,36,0,0,4,3.951243718581428,5.357417698153898
21246,"select * from bat where won between ""rush"" and    ""think""",0,4,5,0,0,9,0,1,1,0,0,40,0,0,1,4.04305126783455,5.522643883333643
3531,-3125'   )    )     )   order by 1#,1,0,6,0,0,6,0,0,1,0,0,7,5,0,1,3.555348061489413,4.669921102482963
3125,"-6214"" union all select 3323,3323#",0,1,4,0,0,4,0,0,1,0,0,14,12,0,1,3.5263605246161616,4.621137163019105
18114,38470,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
8353,"1""   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   ""pebw"" like ""pebw",0,4,24,0,0,28,0,2,0,0,1,51,35,0,1,5.220355825078324,7.851491318972704
8112,"-5606  )   union all select 7118,7118,7118,7118,7118,7118,7118,7118,7118#",0,0,11,0,0,5,0,0,1,0,0,14,40,0,1,4.290459441148391,5.97916802637938
23890,select avg ( is ) from happy,0,0,2,0,0,6,0,0,0,0,0,20,0,0,2,3.332204510175204,4.299691526222142
6674,1' and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and 'zoin'  =  'zoin,4,0,11,0,0,16,0,2,0,0,0,31,10,0,1,4.442651256490317,6.268357393526619
12869,"c/ salvatella, 98 11?h",0,0,3,0,0,3,0,0,1,0,0,12,4,0,0,3.091042453358316,3.9129887722739327
13420,3.00e+15,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0,2.079441541679836,2.432300417938136
6911,-7442  )   or 3391  =  7492,0,0,3,0,0,5,0,1,1,0,0,2,12,0,0,3.295836866004329,4.240494654101009
25055,select top 50 percent * from busy,0,0,1,0,0,6,0,0,1,0,0,24,2,0,2,3.49650756146648,4.571113592379885
19497,"select t.*, tt.*, tr.object_id from wp_terms as t inner join wp_term_taxonomy as tt on t.term_id  =  tt.term_id inner join wp_term_relationships as tr on tr.term_taxonomy_id  =  tt.term_taxonomy_id where tt.taxonomy in  ( 'agent_category', 'agent_city' )  and tr.object_id in  ( 28446, 28587, 28591, 28618, 28621, 28633, 28636, 28691, 28696, 28699, 28707, 28710, 28728, 28733 )  order by t.name asc",4,0,53,0,0,55,0,1,2,0,0,212,70,0,4,5.986452005284438,9.598363546772443
25554,select top 3 * from nervous select * from screen 3select * from aware,0,0,3,0,0,13,0,0,3,0,0,51,2,0,3,4.23410650459726,5.873719016140452
21362,"  select orders.salerid, employees.football, employees.grew from ordersright join employees on orders.employeeid  =  employees.familiarid order by orders.constantlyid",0,0,9,0,0,15,0,0,0,0,0,139,0,0,3,5.111987788356544,7.619891008685505
1452,"-6388'+  (  select 'jqld' where 8600  =  8600 union all select 8600,8600#",3,0,9,0,0,11,0,0,2,0,0,29,20,0,2,4.290459441148391,5.97916802637938
9464,"1""   )    )    and sleep  (  5  )  #",0,1,6,0,0,8,0,1,0,0,0,8,2,0,0,3.58351893845611,4.717530264472627
5601,"1""   )    )     )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  ""yxpo"" like ""yxpo",0,4,26,0,0,30,0,2,0,0,1,51,35,0,1,5.272999558563747,7.96533816109776
5848,select case when 9848  =  2618 then 1 else null end--,0,0,3,1,0,10,0,0,2,1,0,29,9,1,1,3.970291913552122,5.391515666300752
24955,select top 3 * from discovery,0,0,1,0,0,5,0,0,1,0,0,22,1,0,2,3.367295829986474,4.357111686472804
3171,"1""  )   union all select null,null,null,null,null,null--",0,1,9,1,0,5,0,0,2,6,0,38,1,6,1,4.02535169073515,5.490616172199279
25462,select * from rocket where pool = 'would' limit 3,2,0,4,0,0,9,0,0,1,0,0,35,1,0,1,3.8918202981106265,5.251655965920898
3210,"-9456%""   )    )    or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  |",0,1,44,0,0,54,1,7,1,0,0,53,36,6,1,5.541263545158426,8.559367492058051
21615,select * from  ( select past from material ) ,0,0,3,0,0,9,0,0,1,0,0,32,0,0,2,3.80666248977032,5.101693885125393
14357,5215,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
17230,vallado oliveras,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,2.772588722239781,3.4229084603450888
30366,select top 3 * from mad select * from dollar 3select * from ruler,0,0,3,0,0,13,0,0,3,0,0,47,2,0,3,4.174387269895637,5.762920220853171
3015,-3496'   )    )    or 9323  =  9323#,1,0,6,0,0,6,0,1,1,0,0,2,12,0,0,3.58351893845611,4.717530264472627
11443,"plaa gabriela mistral, 140",0,0,1,0,0,3,0,0,0,0,0,19,3,0,0,3.258096538021482,4.179397132269193
21276,select serve,0,0,0,0,0,1,0,0,0,0,0,11,0,0,1,2.4849066497880004,2.999482870035824
28192,"   select do, happily, did from light where freedom  is null",0,0,2,0,0,10,0,0,0,1,0,45,0,1,1,4.0943445622221,5.615932130190505
17900,alcoy/alcoi,0,0,1,0,0,0,0,0,1,0,0,10,0,0,0,2.3978952727983707,2.8749024412290907
12019,alfajarn,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
21743,select * from leader where stairs between '1996-07-01' and '1996-07-31',4,0,9,0,0,9,0,1,5,0,0,37,16,0,1,4.262679877041316,5.927077040928176
29830,select brave from tongue union all select ought from business order by specific,0,0,0,0,0,12,0,0,0,0,0,67,0,0,3,4.3694478524670215,6.128451232979604
12881,revelante,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2.19722457733622,2.593591245490939
5981,1'+  (  select 'iyyv' where 9500  =  9500 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu   )    )   +',4,0,18,0,0,25,0,1,3,0,0,42,10,0,3,4.836281906951478,7.047030967710781
3745,"-6496""  )   as obnf where 2903  =  2903 or make_set  (  9354  =  9354,7185  )  --",0,1,11,1,0,15,0,1,3,0,0,20,24,0,0,4.394449154672439,6.17606445953937
29373,"  update steady set palace =  'exercise', city =  'trick' where cast =  probably",4,0,8,0,0,13,0,0,0,0,0,55,0,0,0,4.382026634673881,6.152384767567401
11559,8623,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
3421,"1'   )    )    as ewyk where 4828  =  4828 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,0,33,1,0,47,0,1,4,0,1,60,79,0,4,5.648974238161206,8.804546197689195
29163,select * from highest where draw = 'lion'  or son = 'contrast',4,0,7,0,0,11,0,1,1,0,0,43,0,0,1,4.127134385045092,5.675937336868984
18450,porteril,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
5994,"-5924' where 5415  =  5415 union all select 5415,5415,5415,5415,5415,5415#",1,0,9,0,0,8,0,0,1,0,0,19,36,0,1,4.30406509320417,6.004758445183105
9654,1  )   where 8616  =  8616 and 2006  =  2006,0,0,3,0,0,9,0,1,0,0,0,8,17,0,0,3.784189633918261,5.062431490914847
28253,"  select verb,blind,loss from hit left join orders on shore.careid =  string.water order by first.strike",0,0,6,0,0,14,0,0,0,0,0,82,0,0,3,4.6443908991413725,6.6618055138595045
28874,select * from sold order by hot,0,0,1,0,0,6,0,0,1,0,0,24,0,0,2,3.4339872044851463,4.467059038127735
12433,kosanovic@discon.cg,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,2.9444389791664403,3.684523708911846
15072,souther,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1.9459101490553128,2.25279015210122
20562,"  select nearbyid as id, western as force from division",0,0,1,0,0,9,0,0,0,0,0,44,0,0,1,4.007333185232471,5.458096843121287
19025,clooney,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1.9459101490553128,2.25279015210122
845," select * from users where id  =  1 or @`\` union select 1,version  (    )   -- 1",0,0,10,1,0,17,0,1,3,0,0,42,3,0,2,4.394449154672439,6.17606445953937
5790,"1"" or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and ""regi"" like ""regi",0,4,33,0,0,47,0,2,2,0,0,111,35,1,4,5.613128106388071,8.72251930115459
22489, update choose set promised = 'curve'where ocean = 'social',4,0,6,0,0,9,0,0,0,0,0,44,0,0,0,4.07753744390572,5.5852871348767055
19544,select * from wp_posts where id  =  262335 limit 1,0,0,3,0,0,9,0,0,1,0,0,29,7,0,1,3.912023005428146,5.287509109454676
6436,"1""  )   as nyzd where 5305  =  5305",0,1,3,0,0,7,0,0,0,0,0,11,9,0,0,3.555348061489413,4.669921102482963
8801,"1%""   )    )    and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   ""%""  =  """,0,4,58,0,0,82,2,2,10,0,0,95,47,12,2,5.953243334287785,9.518491316537997
20214, update seems set some = 'flag'where son = 'distant',4,0,6,0,0,9,0,0,0,0,0,37,0,0,0,3.951243718581428,5.357417698153898
11021,"1' or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1,0,8,0,0,11,0,1,0,0,1,17,19,0,0,4.219507705176107,5.846543550882007
5903,-3666'  )   where 6386  =  6386 union all select 6386--,1,0,6,1,0,9,0,0,3,0,0,19,16,0,1,4.007333185232471,5.458096843121287
5843,select case when 5308  =  6745 then 1 else null end--,0,0,3,1,0,10,0,0,2,1,0,29,9,1,1,3.970291913552122,5.391515666300752
27376,select origin from method union all select principle from battle order by one,0,0,0,0,0,12,0,0,0,0,0,65,0,0,3,4.343805421853684,6.0797984693327525
5849,"1%""   )    )     )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",0,1,18,1,0,22,1,1,3,0,0,72,8,0,2,4.962844630259907,7.307121077867987
22474,select * from tobacco where cookies = 'measure'  and city = 'butter',4,0,7,0,0,11,0,1,1,0,0,49,0,0,1,4.219507705176107,5.846543550882007
27669,select agree ( s )  from shoot select magic from statement,0,0,2,0,0,10,0,0,0,0,0,45,0,0,2,4.060443010546419,5.554195840989334
26463,select * from officer where taught  between 10 and 20,0,0,1,0,0,9,0,1,1,0,0,38,4,0,1,3.970291913552122,5.391515666300752
14026,andrade escriba,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,2.70805020110221,3.326353218260614
6088," select sleep  (  5  )   and ""oivc"" like ""oivc",0,3,5,0,0,9,0,1,0,0,0,26,1,0,1,3.828641396489095,5.140218969441503
10640,"select count  (  *  )   from generate_series  (  1,5000000  )   and   (  '%'  =  '",3,0,13,0,0,14,1,1,1,0,0,32,8,0,2,4.406719247264253,6.199496085735905
23597,select avg ( ready ) from pure select sum ( chapter ) ,0,0,4,0,0,12,0,0,0,0,0,38,0,0,4,3.9889840465642745,5.42506920217274
17250,shrum@uniovivirtual.nz,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,3.091042453358316,3.9129887722739327
29539,select show from greatly union all select view from red order by planet,0,0,0,0,0,12,0,0,0,0,0,59,0,0,3,4.262679877041316,5.927077040928176
29492,select * from parallel fetch first 50 percent rows onlyselect top 3 * from upper,0,0,2,0,0,14,0,0,2,0,0,61,3,0,4,4.382026634673881,6.152384767567401
25892,"  select pleasant,excited,spend from arm left join orders on get.winid =  rice.there order by community.work",0,0,6,0,0,14,0,0,0,0,0,86,0,0,3,4.68213122712422,6.736714051207547
6485,"-8608"" or 5460  =  4461--",0,1,5,1,0,4,0,1,3,0,0,2,12,0,0,3.218875824868201,4.116261188933881
30334,select * from discover  where every = married,0,0,2,0,0,7,0,0,1,0,0,35,0,0,1,3.80666248977032,5.101693885125393
26158,select count ( ordinary ) from swung,0,0,2,0,0,6,0,0,0,0,0,28,0,0,2,3.58351893845611,4.717530264472627
17897,"c/ peru, 85, 10?h",0,0,4,0,0,3,0,0,1,0,0,6,4,0,0,2.833213344056216,3.514446415767603
25490,"  select wealthid as id, particularly as brown from break",0,0,1,0,0,9,0,0,0,0,0,46,0,0,1,4.04305126783455,5.522643883333643
17492,cariena,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1.9459101490553128,2.25279015210122
15599,dalmacio,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
22130,"  select * from transportation where failed in  ( 'fish', 'record', 'happy' )  ",6,0,11,0,0,13,0,0,1,0,0,52,0,0,1,4.3694478524670215,6.128451232979604
24444,select * from knew where    not maybe = 'gray',2,0,4,0,0,8,0,1,1,0,0,31,0,0,1,3.828641396489095,5.140218969441503
4277,"1"" where 5353  =  5353 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",0,1,25,1,0,35,0,1,3,0,1,49,40,0,3,5.262690188904886,7.942973784751596
28438,select count ( whale )  from chamber,0,0,2,0,0,6,0,0,0,0,0,27,0,0,2,3.58351893845611,4.717530264472627
9874,"-9896""   )    )     )   union all select 4073,4073,4073,4073,4073#",0,1,10,0,0,7,0,0,1,0,0,14,24,0,1,4.189654742026425,5.791153910047609
7077,1%'   )    )    and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   '%'  =  ',4,0,77,0,0,94,2,15,0,0,0,104,51,13,2,6.075346031088684,9.81409693389834
11594,ayyuce,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
21938,"select * from river where riding between ""crack"" and    ""skill""",0,4,5,0,0,9,0,1,1,0,0,46,0,0,1,4.143134726391533,5.7053230539652695
22684,"   select mistake, clock, neededfrom burst where play  is not null",0,0,2,0,0,10,0,1,0,1,0,51,0,1,1,4.189654742026425,5.791153910047609
22935,"  select spread as plant, tears as [mile]  from month",0,0,3,0,0,9,0,0,0,0,0,39,0,0,1,3.970291913552122,5.391515666300752
19296,"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 3823 )  order by meta_id asc",0,0,10,0,0,15,0,0,0,0,0,71,4,0,2,4.624972813284271,6.623425332724987
731," select * from users where id  =  1 or "",&"" or 1  =  1 -- 1",0,2,9,1,0,16,0,2,3,0,0,26,4,0,1,4.07753744390572,5.5852871348767055
9908,"1"" or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ",0,1,12,0,0,19,0,1,1,0,0,71,8,0,2,4.804021044733257,6.981504296139237
25323,select * from busy where took = 'buffalo',2,0,4,0,0,7,0,0,1,0,0,30,0,0,1,3.713572066704308,4.939896154656966
4854,"1   )    )    as rcon where 8190  =  8190 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",0,0,20,1,0,26,0,1,3,0,0,73,18,0,2,5.068904202220232,7.528834455029986
10734,"-9023%""   )    )     )   union all select 4490,4490,4490#",0,1,9,0,0,7,1,0,1,0,0,14,16,0,1,4.04305126783455,5.522643883333643
16381,"avinguda castellot, 116,",0,0,2,0,0,2,0,0,0,0,0,17,3,0,0,3.1780538303479458,4.05093304771096
17101,cuarentona,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2.302585092994046,2.7402564225600523
18548,"masia can giro, 5",0,0,1,0,0,3,0,0,0,0,0,12,1,0,0,2.833213344056216,3.514446415767603
17128,"calle sol s/n,",0,0,2,0,0,2,0,0,1,0,0,10,0,0,0,2.6390573296152584,3.2241419783899143
1256,"1'   )    )    union all select null,null,null,null,null,null,null,null,null--",1,0,13,1,0,6,0,0,2,9,0,50,1,9,1,4.356708826689592,6.104257869167092
26585,select next ( s )  from post union,0,0,2,0,0,7,0,0,0,0,0,24,0,0,1,3.5263605246161616,4.621137163019105
19813,"select lpad ( ""sql tutorial"",   20, ""abc"" ) ;",0,4,9,0,0,8,0,0,0,0,0,24,2,0,1,3.80666248977032,5.101693885125393
230," select * from users where id  =  1 union select +!<1,version  (    )   -- 1",0,0,10,1,0,15,0,1,4,0,0,40,3,0,2,4.330733340286331,6.055066595411042
12257,lores bigas,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,2.3978952727983707,2.8749024412290907
11478,17744,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
14373,"labiano, s/n 7?a",0,0,3,0,0,2,0,0,1,0,0,10,1,0,0,2.772588722239781,3.4229084603450888
29773,select * from forest fetch first 50 percent rows only,0,0,1,0,0,9,0,0,1,0,0,41,2,0,3,3.970291913552122,5.391515666300752
22984,delete from mud,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,2.70805020110221,3.326353218260614
29962,delete from at,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,2.6390573296152584,3.2241419783899143
1405,1  )   where 7680  =  7680 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,0,0,60,1,0,74,0,11,2,0,0,96,53,10,1,5.8944028342648505,9.377924386066995
